product_id,month,units_sold
OFF-ACC-10004008,2014-02-01,2
OFF-ACC-10004008,2014-03-01,1
OFF-ACC-10004008,2014-11-01,1
OFF-ACC-10004182,2011-04-01,2
OFF-ACC-10004182,2011-08-01,3
OFF-ACC-10004182,2012-01-01,8
OFF-ACC-10004182,2012-03-01,8
OFF-ACC-10004182,2012-05-01,1
OFF-ACC-10004182,2012-10-01,1
OFF-ACC-10004182,2013-08-01,6
OFF-ACC-10004182,2014-02-01,1
OFF-ACC-10004278,2013-02-01,1
OFF-ACC-10004278,2013-10-01,1
OFF-ACC-10004278,2014-12-01,1
OFF-ACC-10004281,2012-03-01,1
OFF-ACC-10004281,2012-11-01,1
OFF-ACC-10004281,2012-12-01,1
OFF-ACC-10004281,2013-08-01,4
OFF-ACC-10004281,2013-09-01,4
OFF-ACC-10004281,2014-02-01,6
OFF-ACC-10004281,2014-05-01,2
OFF-ACC-10004281,2014-06-01,1
OFF-ACC-10004281,2014-09-01,1
OFF-ACC-10004281,2014-11-01,2
OFF-ACC-10004322,2011-04-01,1
OFF-ACC-10004322,2011-06-01,2
OFF-ACC-10004322,2011-07-01,1
OFF-ACC-10004322,2012-04-01,2
OFF-ACC-10004322,2013-01-01,4
OFF-ACC-10004322,2013-04-01,14
OFF-ACC-10004322,2013-09-01,1
OFF-ACC-10004322,2014-08-01,1
OFF-ACC-10004322,2014-09-01,1
OFF-ACC-10004322,2014-11-01,1
OFF-ACC-10004364,2011-10-01,4
OFF-ACC-10004364,2013-01-01,1
OFF-ACC-10004364,2014-02-01,1
OFF-ACC-10004364,2014-08-01,1
OFF-ACC-10004364,2014-11-01,1
OFF-ACC-10004430,2013-02-01,1
OFF-ACC-10004430,2014-03-01,1
OFF-ACC-10004538,2011-08-01,1
OFF-ACC-10004538,2011-11-01,6
OFF-ACC-10004538,2011-12-01,1
OFF-ACC-10004538,2012-03-01,1
OFF-ACC-10004538,2012-05-01,8
OFF-ACC-10004538,2012-11-01,1
OFF-ACC-10004538,2013-07-01,4
OFF-ACC-10004538,2013-09-01,8
OFF-ACC-10004538,2013-12-01,2
OFF-ACC-10004538,2014-03-01,1
OFF-ACC-10004538,2014-04-01,2
OFF-ACC-10004538,2014-06-01,8
OFF-ACC-10004538,2014-09-01,5
OFF-ACC-10004692,2011-03-01,1
OFF-ACC-10004692,2012-12-01,4
OFF-ACC-10004692,2013-05-01,1
OFF-ACC-10004692,2013-08-01,6
OFF-ACC-10004692,2013-09-01,1
OFF-ACC-10004692,2013-11-01,4
OFF-ACC-10004692,2013-12-01,1
OFF-ACC-10004692,2014-06-01,1
OFF-ACC-10004713,2011-08-01,2
OFF-ACC-10004713,2011-10-01,1
OFF-ACC-10004713,2013-09-01,1
OFF-ACC-10004713,2014-07-01,1
OFF-ACC-10004713,2014-09-01,4
OFF-ACC-10004748,2013-03-01,1
OFF-ACC-10004748,2013-05-01,1
OFF-ACC-10004748,2013-08-01,2
OFF-ACC-10004748,2013-10-01,8
OFF-ACC-10004748,2014-05-01,2
OFF-ACC-10004782,2014-08-01,1
OFF-ACC-10004871,2012-06-01,2
OFF-ACC-10004871,2012-07-01,8
OFF-ACC-10004871,2012-12-01,4
OFF-ACC-10004871,2013-08-01,2
OFF-ACC-10004871,2014-06-01,2
OFF-ACC-10004871,2014-12-01,1
OFF-ACC-10004910,2014-02-01,4
OFF-ACC-10004910,2014-06-01,1
OFF-ACC-10004910,2014-11-01,2
OFF-ACM-10000277,2013-02-01,4
OFF-ACM-10000476,2011-06-01,2
OFF-ACM-10000476,2012-04-01,2
OFF-ACM-10000476,2012-06-01,2
OFF-ACM-10000476,2013-07-01,4
OFF-ACM-10000476,2014-02-01,1
OFF-ACM-10000476,2014-04-01,2
OFF-ACM-10000476,2014-05-01,1
OFF-ACM-10000476,2014-07-01,1
OFF-ACM-10000476,2014-12-01,6
OFF-ACM-10000570,2012-06-01,1
OFF-ACM-10000570,2012-08-01,1
OFF-ACM-10000570,2012-09-01,2
OFF-ACM-10000570,2013-09-01,1
OFF-ACM-10000570,2014-02-01,1
OFF-ACM-10000671,2012-08-01,4
OFF-ACM-10000671,2012-09-01,1
OFF-ACM-10000671,2013-09-01,1
OFF-ACM-10000671,2014-01-01,1
OFF-ACM-10000777,2012-01-01,1
OFF-ACM-10000777,2014-06-01,8
OFF-ACM-10000777,2014-07-01,1
OFF-ACM-10000777,2014-11-01,1
OFF-ACM-10000777,2014-12-01,2
OFF-ACM-10001029,2013-07-01,2
OFF-ACM-10001029,2014-06-01,1
OFF-ACM-10001112,2013-09-01,1
OFF-ACM-10001112,2014-03-01,2
OFF-ACM-10001587,2012-11-01,4
OFF-ACM-10001587,2013-01-01,4
OFF-ACM-10001704,2013-01-01,4
OFF-ACM-10002045,2012-11-01,2
OFF-ACM-10002045,2013-11-01,1
OFF-ACM-10002045,2013-12-01,4
OFF-ACM-10002045,2014-09-01,1
OFF-ACM-10002131,2013-11-01,1
OFF-ACM-10002131,2014-06-01,1
OFF-ACM-10002131,2014-11-01,4
OFF-ACM-10002301,2012-07-01,1
OFF-ACM-10002301,2013-09-01,4
OFF-ACM-10002301,2013-10-01,2
OFF-ACM-10002301,2014-02-01,8
OFF-ACM-10002301,2014-07-01,1
OFF-ACM-10002301,2014-12-01,1
OFF-ACM-10002713,2011-02-01,1
OFF-ACM-10002713,2011-04-01,1
OFF-ACM-10002816,2011-04-01,14
OFF-ACM-10002816,2011-05-01,2
OFF-ACM-10002816,2012-10-01,2
OFF-ACM-10002816,2013-08-01,4
OFF-ACM-10002816,2014-01-01,1
OFF-ACM-10002816,2014-03-01,4
OFF-ACM-10002816,2014-09-01,1
OFF-ACM-10002816,2014-11-01,1
OFF-ACM-10003278,2011-01-01,4
OFF-ACM-10003278,2013-07-01,2
OFF-ACM-10003510,2011-08-01,4
OFF-ACM-10003510,2011-11-01,2
OFF-ACM-10003510,2013-01-01,1
OFF-ACM-10003510,2014-06-01,8
OFF-ACM-10003510,2014-07-01,6
OFF-ACM-10003510,2014-11-01,3
OFF-ACM-10003591,2011-09-01,1
OFF-ACM-10003591,2013-03-01,2
OFF-ACM-10003591,2014-03-01,2
OFF-ACM-10003591,2014-11-01,1
OFF-ACM-10003715,2013-02-01,1
OFF-ACM-10003715,2013-04-01,1
OFF-ACM-10003715,2013-06-01,6
OFF-ACM-10003715,2013-12-01,4
OFF-ACM-10003978,2011-11-01,1
OFF-ACM-10003978,2012-05-01,2
OFF-ACM-10003978,2012-08-01,4
OFF-ACM-10003978,2013-04-01,1
OFF-ACM-10003978,2013-06-01,1
OFF-ACM-10004150,2014-09-01,8
OFF-ACM-10004587,2011-08-01,2
OFF-ACM-10004587,2012-08-01,1
OFF-ACM-10004587,2014-09-01,8
OFF-ACM-10004587,2014-11-01,8
OFF-ACM-10004669,2011-10-01,6
OFF-ACM-10004669,2012-11-01,2
OFF-ACM-10004669,2014-06-01,2
OFF-ACM-10004669,2014-08-01,2
OFF-ACM-10004895,2012-02-01,1
OFF-ACM-10004895,2012-09-01,4
OFF-ACM-10004895,2013-08-01,1
OFF-ACM-10004895,2013-12-01,6
OFF-ADV-10000177,2011-02-01,4
OFF-ADV-10000177,2012-01-01,6
OFF-ADV-10000177,2012-08-01,1
OFF-ADV-10000177,2013-06-01,1
OFF-ADV-10000177,2013-11-01,2
OFF-ADV-10000177,2014-06-01,4
OFF-ADV-10000177,2014-08-01,4
OFF-ADV-10000177,2014-12-01,1
OFF-ADV-10000213,2011-01-01,1
OFF-ADV-10000213,2012-08-01,1
OFF-ADV-10000213,2013-12-01,1
OFF-ADV-10000213,2014-09-01,1
OFF-ADV-10000308,2011-07-01,4
OFF-ADV-10000308,2012-03-01,4
OFF-ADV-10000308,2013-05-01,1
OFF-ADV-10000308,2014-06-01,2
OFF-ADV-10000331,2011-03-01,1
OFF-ADV-10000331,2012-11-01,1
OFF-ADV-10000331,2013-08-01,2
OFF-ADV-10000331,2014-06-01,1
OFF-ADV-10000331,2014-08-01,2
OFF-ADV-10000331,2014-09-01,1
OFF-ADV-10000425,2014-07-01,1
OFF-ADV-10000425,2014-11-01,2
OFF-ADV-10000551,2011-11-01,2
OFF-ADV-10000551,2011-12-01,2
OFF-ADV-10000551,2014-03-01,1
OFF-ADV-10000551,2014-08-01,6
OFF-ADV-10001124,2012-09-01,1
OFF-ADV-10001124,2012-10-01,1
OFF-ADV-10001124,2013-03-01,1
OFF-ADV-10001124,2014-05-01,1
OFF-ADV-10001124,2014-07-01,4
OFF-ADV-10001124,2014-12-01,1
OFF-ADV-10001437,2011-06-01,2
OFF-ADV-10001437,2011-07-01,4
OFF-ADV-10001437,2012-01-01,1
OFF-ADV-10001437,2014-03-01,2
OFF-ADV-10001451,2011-06-01,1
OFF-ADV-10001451,2013-05-01,1
OFF-ADV-10001451,2014-06-01,6
OFF-ADV-10002299,2011-08-01,2
OFF-ADV-10002299,2012-02-01,4
OFF-ADV-10002299,2013-03-01,4
OFF-ADV-10002299,2014-03-01,4
OFF-ADV-10002299,2014-04-01,1
OFF-ADV-10002549,2011-09-01,5
OFF-ADV-10002549,2011-12-01,6
OFF-ADV-10002549,2014-02-01,2
OFF-ADV-10002593,2012-05-01,1
OFF-ADV-10003030,2011-01-01,7
OFF-ADV-10003030,2011-11-01,2
OFF-ADV-10003030,2014-03-01,8
OFF-ADV-10003030,2014-11-01,1
OFF-ADV-10003030,2014-12-01,2
OFF-ADV-10003050,2013-12-01,2
OFF-ADV-10003050,2014-06-01,12
OFF-ADV-10003050,2014-08-01,2
OFF-ADV-10003050,2014-12-01,1
OFF-ADV-10003125,2011-08-01,1
OFF-ADV-10003125,2011-11-01,1
OFF-ADV-10003125,2013-01-01,2
OFF-ADV-10003125,2013-06-01,1
OFF-ADV-10003125,2014-07-01,2
OFF-ADV-10003196,2013-02-01,1
OFF-ADV-10003369,2012-04-01,1
OFF-ADV-10003369,2013-09-01,4
OFF-ADV-10003369,2014-03-01,2
OFF-ADV-10003369,2014-10-01,2
OFF-ADV-10003369,2014-11-01,2
OFF-ADV-10004030,2011-03-01,4
OFF-ADV-10004030,2013-05-01,1
OFF-ADV-10004030,2013-07-01,1
OFF-ADV-10004228,2013-01-01,4
OFF-ADV-10004241,2012-12-01,4
OFF-ADV-10004241,2013-05-01,1
OFF-ADV-10004241,2013-06-01,2
OFF-ADV-10004241,2013-12-01,6
OFF-ADV-10004241,2014-05-01,1
OFF-ADV-10004241,2014-09-01,2
OFF-ADV-10004274,2011-12-01,2
OFF-ADV-10004274,2013-06-01,2
OFF-ADV-10004274,2014-12-01,1
OFF-ADV-10004598,2011-02-01,4
OFF-ADV-10004598,2011-05-01,8
OFF-ADV-10004598,2011-08-01,1
OFF-ADV-10004598,2012-04-01,1
OFF-ADV-10004598,2013-08-01,1
OFF-ADV-10004598,2014-08-01,1
OFF-ADV-10004875,2011-06-01,1
OFF-ADV-10004875,2013-08-01,1
OFF-ADV-10004875,2014-01-01,2
OFF-ADV-10004875,2014-03-01,12
OFF-ADV-10004875,2014-09-01,6
OFF-AME-10000244,2013-01-01,2
OFF-AME-10000244,2013-10-01,2
OFF-AME-10000244,2014-03-01,1
OFF-AME-10000244,2014-05-01,3
OFF-AME-10000244,2014-06-01,8
OFF-AME-10000244,2014-08-01,2
OFF-AME-10000244,2014-10-01,1
OFF-AME-10000244,2014-12-01,4
OFF-AME-10000360,2013-10-01,2
OFF-AME-10000360,2014-10-01,1
OFF-AME-10000440,2013-05-01,1
OFF-AME-10000440,2013-08-01,2
OFF-AME-10000440,2013-11-01,1
OFF-AME-10000851,2011-01-01,1
OFF-AME-10000851,2011-06-01,1
OFF-AME-10000851,2013-01-01,1
OFF-AME-10000851,2013-09-01,2
OFF-AME-10000851,2014-05-01,1
OFF-AME-10000851,2014-10-01,6
OFF-AME-10000870,2011-09-01,6
OFF-AME-10000870,2012-05-01,2
OFF-AME-10000870,2012-11-01,2
OFF-AME-10000870,2013-03-01,1
OFF-AME-10000870,2013-11-01,1
OFF-AME-10000870,2014-01-01,1
OFF-AME-10000870,2014-02-01,1
OFF-AME-10000870,2014-09-01,1
OFF-AME-10001009,2011-08-01,8
OFF-AME-10001009,2014-12-01,1
OFF-AME-10001179,2013-04-01,2
OFF-AME-10001179,2014-02-01,1
OFF-AME-10001179,2014-10-01,6
OFF-AME-10001489,2012-01-01,1
OFF-AME-10001489,2012-02-01,1
OFF-AME-10001489,2014-06-01,1
OFF-AME-10001489,2014-12-01,1
OFF-AME-10001587,2012-04-01,2
OFF-AME-10001587,2013-03-01,6
OFF-AME-10001587,2014-06-01,1
OFF-AME-10001587,2014-09-01,4
OFF-AME-10001641,2011-12-01,4
OFF-AME-10001641,2012-11-01,2
OFF-AME-10001641,2013-01-01,2
OFF-AME-10001641,2014-12-01,1
OFF-AME-10002081,2011-08-01,2
OFF-AME-10002081,2012-06-01,4
OFF-AME-10002081,2013-03-01,1
OFF-AME-10002081,2013-09-01,4
OFF-AME-10002081,2014-02-01,1
OFF-AME-10002081,2014-12-01,2
OFF-AME-10002376,2012-05-01,8
OFF-AME-10002376,2012-12-01,1
OFF-AME-10002557,2012-06-01,1
OFF-AME-10002557,2012-11-01,2
OFF-AME-10002557,2013-09-01,2
OFF-AME-10002557,2014-04-01,2
OFF-AME-10002557,2014-05-01,1
OFF-AME-10002557,2014-06-01,1
OFF-AME-10002557,2014-08-01,2
OFF-AME-10002652,2011-12-01,2
OFF-AME-10002652,2012-12-01,4
OFF-AME-10002652,2014-02-01,1
OFF-AME-10002652,2014-06-01,4
OFF-AME-10002652,2014-10-01,1
OFF-AME-10002697,2011-04-01,1
OFF-AME-10002923,2011-08-01,1
OFF-AME-10002923,2012-03-01,1
OFF-AME-10002923,2014-04-01,2
OFF-AME-10002949,2011-03-01,2
OFF-AME-10002949,2011-04-01,2
OFF-AME-10002949,2011-09-01,1
OFF-AME-10002949,2012-09-01,1
OFF-AME-10002949,2013-10-01,2
OFF-AME-10002949,2014-03-01,6
OFF-AME-10002956,2011-08-01,6
OFF-AME-10002956,2012-02-01,1
OFF-AME-10002956,2013-12-01,1
OFF-AME-10002956,2014-06-01,1
OFF-AME-10002956,2014-09-01,4
OFF-AME-10003089,2013-05-01,2
OFF-AME-10003089,2014-08-01,2
OFF-AME-10003167,2011-08-01,2
OFF-AME-10003167,2012-08-01,1
OFF-AME-10003167,2013-09-01,1
OFF-AME-10003167,2014-02-01,1
OFF-AME-10003167,2014-08-01,1
OFF-AME-10003180,2012-06-01,1
OFF-AME-10003180,2012-11-01,1
OFF-AME-10003180,2014-12-01,1
OFF-AME-10004651,2011-04-01,2
OFF-AME-10004651,2013-08-01,1
OFF-AME-10004651,2013-12-01,4
OFF-AME-10004651,2014-04-01,2
OFF-AME-10004759,2011-06-01,1
OFF-AME-10004759,2012-01-01,1
OFF-AME-10004759,2012-06-01,2
OFF-AME-10004759,2014-01-01,6
OFF-AP-10000003,2012-08-01,3
OFF-AP-10000004,2013-09-01,2
OFF-AP-10000004,2014-08-01,1
OFF-AP-10000005,2011-06-01,3
OFF-AP-10000005,2012-11-01,5
OFF-AP-10000005,2012-12-01,4
OFF-AP-10000005,2013-09-01,2
OFF-AP-10000005,2014-04-01,2
OFF-AP-10000023,2012-12-01,2
OFF-AP-10000023,2013-05-01,5
OFF-AP-10000026,2012-10-01,9
OFF-AP-10000026,2013-07-01,5
OFF-AP-10000026,2014-04-01,6
OFF-AP-10000026,2014-12-01,7
OFF-AP-10000027,2014-01-01,2
OFF-AP-10000027,2014-04-01,3
OFF-AP-10000027,2014-09-01,5
OFF-AP-10000027,2014-12-01,4
OFF-AP-10000039,2012-02-01,1
OFF-AP-10000039,2013-11-01,2
OFF-AP-10000043,2012-08-01,2
OFF-AP-10000043,2013-01-01,3
OFF-AP-10000043,2014-03-01,4
OFF-AP-10000055,2013-11-01,6
OFF-AP-10000055,2014-02-01,2
OFF-AP-10000055,2014-07-01,9
OFF-AP-10000078,2012-02-01,8
OFF-AP-10000108,2011-05-01,4
OFF-AP-10000108,2013-03-01,4
OFF-AP-10000119,2012-04-01,4
OFF-AP-10000119,2013-05-01,1
OFF-AP-10000119,2014-10-01,1
OFF-AP-10000124,2011-05-01,4
OFF-AP-10000124,2011-07-01,3
OFF-AP-10000136,2014-04-01,10
OFF-AP-10000159,2013-09-01,9
OFF-AP-10000159,2014-01-01,1
OFF-AP-10000159,2014-12-01,5
OFF-AP-10000162,2014-09-01,5
OFF-AP-10000172,2012-02-01,2
OFF-AP-10000172,2013-03-01,6
OFF-AP-10000172,2013-08-01,6
OFF-AP-10000172,2013-09-01,7
OFF-AP-10000172,2014-03-01,3
OFF-AP-10000179,2012-04-01,3
OFF-AP-10000179,2012-05-01,5
OFF-AP-10000179,2012-07-01,5
OFF-AP-10000179,2012-11-01,5
OFF-AP-10000179,2013-12-01,11
OFF-AP-10000179,2014-03-01,2
OFF-AP-10000179,2014-11-01,1
OFF-AP-10000195,2014-06-01,2
OFF-AP-10000200,2011-09-01,5
OFF-AP-10000213,2012-09-01,2
OFF-AP-10000213,2013-06-01,11
OFF-AP-10000226,2012-03-01,7
OFF-AP-10000226,2012-10-01,3
OFF-AP-10000228,2013-05-01,2
OFF-AP-10000228,2013-06-01,4
OFF-AP-10000228,2013-11-01,6
OFF-AP-10000228,2014-05-01,2
OFF-AP-10000228,2014-06-01,6
OFF-AP-10000240,2011-04-01,2
OFF-AP-10000240,2011-10-01,4
OFF-AP-10000240,2011-11-01,6
OFF-AP-10000240,2012-12-01,2
OFF-AP-10000240,2014-06-01,2
OFF-AP-10000252,2013-12-01,5
OFF-AP-10000252,2014-02-01,4
OFF-AP-10000252,2014-04-01,3
OFF-AP-10000258,2014-03-01,3
OFF-AP-10000258,2014-06-01,4
OFF-AP-10000261,2013-09-01,4
OFF-AP-10000261,2013-10-01,1
OFF-AP-10000263,2011-08-01,2
OFF-AP-10000263,2013-08-01,2
OFF-AP-10000263,2014-11-01,3
OFF-AP-10000275,2012-10-01,5
OFF-AP-10000275,2012-11-01,8
OFF-AP-10000275,2014-02-01,5
OFF-AP-10000285,2014-07-01,3
OFF-AP-10000304,2011-01-01,1
OFF-AP-10000304,2011-04-01,6
OFF-AP-10000304,2012-09-01,1
OFF-AP-10000304,2013-05-01,3
OFF-AP-10000326,2013-03-01,5
OFF-AP-10000329,2013-08-01,3
OFF-AP-10000330,2012-07-01,4
OFF-AP-10000330,2012-12-01,4
OFF-AP-10000330,2013-12-01,5
OFF-AP-10000335,2012-04-01,2
OFF-AP-10000335,2014-06-01,7
OFF-AP-10000344,2013-08-01,3
OFF-AP-10000358,2011-09-01,2
OFF-AP-10000358,2012-05-01,8
OFF-AP-10000358,2013-09-01,6
OFF-AP-10000358,2014-03-01,7
OFF-AP-10000358,2014-05-01,7
OFF-AP-10000358,2014-09-01,8
OFF-AP-10000358,2014-12-01,3
OFF-AP-10000381,2012-03-01,2
OFF-AP-10000382,2012-05-01,1
OFF-AP-10000382,2012-08-01,2
OFF-AP-10000382,2014-06-01,1
OFF-AP-10000390,2013-05-01,4
OFF-AP-10000390,2014-03-01,1
OFF-AP-10000390,2014-09-01,6
OFF-AP-10000391,2013-03-01,14
OFF-AP-10000391,2014-02-01,2
OFF-AP-10000391,2014-09-01,2
OFF-AP-10000391,2014-11-01,3
OFF-AP-10000407,2011-11-01,9
OFF-AP-10000407,2012-06-01,3
OFF-AP-10000407,2013-06-01,2
OFF-AP-10000407,2013-10-01,5
OFF-AP-10000407,2014-01-01,3
OFF-AP-10000407,2014-10-01,5
OFF-AP-10000415,2011-04-01,7
OFF-AP-10000415,2012-10-01,2
OFF-AP-10000423,2014-07-01,4
OFF-AP-10000423,2014-10-01,4
OFF-AP-10000437,2012-12-01,3
OFF-AP-10000486,2011-09-01,7
OFF-AP-10000486,2013-01-01,2
OFF-AP-10000486,2014-03-01,2
OFF-AP-10000487,2012-10-01,3
OFF-AP-10000487,2013-01-01,7
OFF-AP-10000487,2014-04-01,3
OFF-AP-10000490,2012-08-01,3
OFF-AP-10000490,2012-09-01,3
OFF-AP-10000490,2013-08-01,2
OFF-AP-10000490,2014-11-01,3
OFF-AP-10000509,2014-05-01,5
OFF-AP-10000510,2012-10-01,5
OFF-AP-10000510,2014-01-01,2
OFF-AP-10000528,2011-04-01,2
OFF-AP-10000528,2013-11-01,2
OFF-AP-10000528,2014-03-01,3
OFF-AP-10000534,2014-12-01,6
OFF-AP-10000540,2012-09-01,2
OFF-AP-10000540,2014-11-01,7
OFF-AP-10000545,2013-03-01,4
OFF-AP-10000569,2011-01-01,3
OFF-AP-10000576,2011-07-01,1
OFF-AP-10000576,2012-11-01,4
OFF-AP-10000576,2013-08-01,9
OFF-AP-10000576,2013-09-01,6
OFF-AP-10000576,2013-12-01,4
OFF-AP-10000576,2014-06-01,3
OFF-AP-10000576,2014-10-01,2
OFF-AP-10000577,2013-06-01,2
OFF-AP-10000584,2012-01-01,3
OFF-AP-10000584,2012-05-01,4
OFF-AP-10000584,2014-06-01,3
OFF-AP-10000595,2012-03-01,3
OFF-AP-10000595,2013-06-01,2
OFF-AP-10000595,2013-11-01,2
OFF-AP-10000595,2014-02-01,3
OFF-AP-10000600,2013-07-01,2
OFF-AP-10000604,2013-01-01,1
OFF-AP-10000604,2014-03-01,5
OFF-AP-10000604,2014-07-01,3
OFF-AP-10000615,2012-10-01,1
OFF-AP-10000615,2014-03-01,2
OFF-AP-10000615,2014-09-01,3
OFF-AP-10000621,2012-01-01,3
OFF-AP-10000621,2013-06-01,4
OFF-AP-10000621,2014-06-01,2
OFF-AP-10000621,2014-10-01,3
OFF-AP-10000639,2011-12-01,2
OFF-AP-10000639,2012-06-01,4
OFF-AP-10000639,2013-08-01,6
OFF-AP-10000639,2013-09-01,2
OFF-AP-10000639,2014-10-01,1
OFF-AP-10000647,2011-05-01,7
OFF-AP-10000647,2011-07-01,3
OFF-AP-10000647,2014-09-01,4
OFF-AP-10000653,2013-03-01,1
OFF-AP-10000653,2014-01-01,3
OFF-AP-10000653,2014-08-01,1
OFF-AP-10000663,2011-08-01,6
OFF-AP-10000663,2014-12-01,4
OFF-AP-10000667,2012-12-01,2
OFF-AP-10000667,2013-01-01,3
OFF-AP-10000672,2014-10-01,3
OFF-AP-10000675,2011-02-01,3
OFF-AP-10000675,2012-08-01,3
OFF-AP-10000675,2014-10-01,2
OFF-AP-10000675,2014-12-01,16
OFF-AP-10000691,2013-10-01,2
OFF-AP-10000692,2011-01-01,4
OFF-AP-10000692,2011-07-01,2
OFF-AP-10000692,2011-11-01,2
OFF-AP-10000692,2013-01-01,4
OFF-AP-10000692,2013-06-01,3
OFF-AP-10000692,2014-05-01,4
OFF-AP-10000696,2011-05-01,4
OFF-AP-10000696,2011-09-01,6
OFF-AP-10000696,2012-04-01,3
OFF-AP-10000696,2012-08-01,2
OFF-AP-10000696,2012-09-01,3
OFF-AP-10000696,2012-10-01,2
OFF-AP-10000696,2013-10-01,3
OFF-AP-10000696,2014-11-01,7
OFF-AP-10000717,2011-02-01,1
OFF-AP-10000717,2011-12-01,2
OFF-AP-10000717,2014-07-01,3
OFF-AP-10000729,2012-10-01,1
OFF-AP-10000729,2012-11-01,2
OFF-AP-10000729,2013-07-01,6
OFF-AP-10000729,2014-05-01,6
OFF-AP-10000729,2014-07-01,8
OFF-AP-10000751,2011-05-01,5
OFF-AP-10000751,2014-10-01,2
OFF-AP-10000775,2012-11-01,3
OFF-AP-10000775,2014-12-01,2
OFF-AP-10000800,2011-09-01,2
OFF-AP-10000800,2012-07-01,3
OFF-AP-10000800,2014-08-01,4
OFF-AP-10000800,2014-11-01,3
OFF-AP-10000802,2013-06-01,2
OFF-AP-10000802,2013-07-01,7
OFF-AP-10000802,2014-08-01,6
OFF-AP-10000802,2014-09-01,5
OFF-AP-10000802,2014-12-01,4
OFF-AP-10000804,2012-02-01,6
OFF-AP-10000804,2014-03-01,3
OFF-AP-10000804,2014-08-01,4
OFF-AP-10000804,2014-10-01,5
OFF-AP-10000806,2013-05-01,4
OFF-AP-10000818,2014-09-01,2
OFF-AP-10000825,2013-02-01,2
OFF-AP-10000825,2014-12-01,9
OFF-AP-10000828,2011-12-01,2
OFF-AP-10000828,2012-03-01,5
OFF-AP-10000828,2012-08-01,3
OFF-AP-10000828,2012-12-01,3
OFF-AP-10000828,2014-01-01,3
OFF-AP-10000828,2014-08-01,3
OFF-AP-10000828,2014-10-01,5
OFF-AP-10000844,2013-05-01,5
OFF-AP-10000864,2013-06-01,2
OFF-AP-10000864,2013-09-01,4
OFF-AP-10000873,2011-10-01,6
OFF-AP-10000873,2014-03-01,3
OFF-AP-10000873,2014-11-01,7
OFF-AP-10000891,2011-09-01,2
OFF-AP-10000891,2013-05-01,2
OFF-AP-10000891,2014-03-01,2
OFF-AP-10000891,2014-09-01,2
OFF-AP-10000891,2014-12-01,13
OFF-AP-10000900,2012-01-01,3
OFF-AP-10000900,2014-12-01,5
OFF-AP-10000904,2011-10-01,4
OFF-AP-10000904,2013-04-01,2
OFF-AP-10000904,2013-06-01,3
OFF-AP-10000904,2013-08-01,6
OFF-AP-10000904,2014-04-01,1
OFF-AP-10000904,2014-12-01,3
OFF-AP-10000916,2014-08-01,2
OFF-AP-10000934,2014-06-01,9
OFF-AP-10000935,2012-05-01,8
OFF-AP-10000935,2014-11-01,3
OFF-AP-10000938,2013-07-01,7
OFF-AP-10000938,2014-05-01,7
OFF-AP-10000938,2014-08-01,8
OFF-AP-10000938,2014-10-01,2
OFF-AP-10000975,2012-09-01,6
OFF-AP-10000977,2011-11-01,2
OFF-AP-10000977,2011-12-01,3
OFF-AP-10000977,2012-08-01,6
OFF-AP-10000981,2012-12-01,2
OFF-AP-10000981,2014-05-01,2
OFF-AP-10000981,2014-08-01,2
OFF-AP-10001005,2011-05-01,3
OFF-AP-10001005,2011-06-01,6
OFF-AP-10001005,2011-08-01,1
OFF-AP-10001005,2013-08-01,4
OFF-AP-10001005,2013-09-01,5
OFF-AP-10001005,2014-09-01,4
OFF-AP-10001018,2011-08-01,1
OFF-AP-10001018,2013-03-01,5
OFF-AP-10001018,2013-11-01,2
OFF-AP-10001041,2011-11-01,3
OFF-AP-10001041,2012-11-01,5
OFF-AP-10001041,2013-10-01,5
OFF-AP-10001041,2014-03-01,5
OFF-AP-10001049,2011-09-01,3
OFF-AP-10001049,2013-04-01,8
OFF-AP-10001058,2013-06-01,2
OFF-AP-10001058,2013-11-01,3
OFF-AP-10001058,2014-08-01,9
OFF-AP-10001058,2014-10-01,4
OFF-AP-10001058,2014-12-01,3
OFF-AP-10001067,2013-04-01,1
OFF-AP-10001067,2013-11-01,2
OFF-AP-10001076,2011-04-01,7
OFF-AP-10001076,2011-11-01,7
OFF-AP-10001076,2014-08-01,2
OFF-AP-10001099,2012-08-01,3
OFF-AP-10001099,2013-01-01,3
OFF-AP-10001099,2013-11-01,3
OFF-AP-10001099,2014-05-01,3
OFF-AP-10001099,2014-12-01,4
OFF-AP-10001103,2011-09-01,5
OFF-AP-10001103,2014-08-01,2
OFF-AP-10001106,2012-05-01,11
OFF-AP-10001106,2014-04-01,5
OFF-AP-10001124,2014-03-01,8
OFF-AP-10001130,2011-11-01,3
OFF-AP-10001130,2012-06-01,2
OFF-AP-10001138,2011-06-01,2
OFF-AP-10001138,2014-03-01,7
OFF-AP-10001138,2014-12-01,2
OFF-AP-10001154,2011-03-01,2
OFF-AP-10001154,2014-03-01,3
OFF-AP-10001154,2014-05-01,6
OFF-AP-10001169,2011-01-01,1
OFF-AP-10001169,2012-11-01,9
OFF-AP-10001169,2014-07-01,3
OFF-AP-10001178,2011-06-01,4
OFF-AP-10001178,2011-12-01,3
OFF-AP-10001178,2013-11-01,9
OFF-AP-10001190,2013-05-01,3
OFF-AP-10001190,2013-08-01,2
